company;drn
Santander UK Plc;DRN-3988307
Loans 2 Go Limited;DRN-3988323
HSBC UK Bank Plc;DRN-3988328
ReAssure Limited;DRN-3988332
Volkswagen Financial Services (UK) Limited;DRN-3988384
Esure Services Limited;DRN-3988514
Santander UK Plc;DRN-3988532
AXIS Specialty Europe SE;DRN-3988563
Barclays Bank UK PLC;DRN-3988566
Brazier Consulting Services Ltd;DRN-3988609
HSBC UK Bank Plc;DRN-3988614
Starling Bank Limited;DRN-3988655
HSBC UK Bank Plc;DRN-3988660
Zurich Assurance Ltd;DRN-3988661
Secure Trust Bank Plc;DRN-3988672
QIC Europe Ltd;DRN-3988715
Admiral Insurance (Gibraltar) Limited;DRN-3988731
TSB Bank plc;DRN-3988762
Metro Bank PLC;DRN-3988763
Gain Credit LLC;DRN-3988766
Lendable Ltd;DRN-3988782
Capital One (Europe) plc;DRN-3988806
Nationwide Building Society;DRN-3988807
Madison CF UK Limited;DRN-3988819
Great Lakes Insurance SE;DRN-3988825
Pi Financial Ltd;DRN-3988845
The Royal London Mutual Insurance Society Limited;DRN-3988902
NewDay Ltd;DRN-3988907
Accredited Insurance (Europe) Ltd;DRN-3988910
Tokio Marine Kiln Insurance Limited;DRN-3988937
Casualty & General Insurance Company (Europe) Ltd;DRN-3988946
Morses Club PLC;DRN-3988976
Ageas Insurance Limited;DRN-3988998
QIC Europe Ltd;DRN-3988999
DAS Legal Expenses Insurance Company Limited;DRN-3989003
Lloyds Bank PLC;DRN-3989074
HSBC UK Bank Plc;DRN-3989076
Mi Vehicle Finance Limited;DRN-3989096
Aviva Insurance Limited;DRN-3989097
Covea Insurance plc;DRN-3989115
Ageas Insurance Limited;DRN-3989129
Evergreen Finance London Limited;DRN-3989140
National Westminster Bank Plc;DRN-3989142
Domestic & General Insurance Plc;DRN-3989150
Unum Ltd;DRN-3989159
Lantern Debt Recovery Services Ltd;DRN-3989164
Covea Insurance plc;DRN-3989178
Metro Bank PLC;DRN-3989207
Inter Partner Assistance SA;DRN-3989269
Society of Lloyd's;DRN-3989276
QIC Europe Ltd;DRN-3989287
Inter Partner Assistance SA;DRN-3989324
Options UK Personal Pensions LLP;DRN-3989327
Gallium Fund Solutions Limited;DRN-3989343
Pension Advice Specialists Limited;DRN-3989345
Al Rayan Bank PLC;DRN-3989356
Barclays Bank UK PLC;DRN-3989360
Moneybarn No. 1 Limited;DRN-3989383
Gallium Fund Solutions Limited;DRN-3989392
Sun Life Assurance Company of Canada (U.K.) Limited;DRN-3989436
HL Partnership Limited;DRN-3989437
Liverpool Victoria Financial Services Limited;DRN-3989443
Aqua Financial Limited;DRN-3989461
Fortegra Europe Insurance Company Ltd;DRN-3989472
Liverpool Victoria Insurance Company Limited;DRN-3989488
Inspop.com Ltd;DRN-3989491
Liverpool Victoria Insurance Company Limited;DRN-3989521
Skyfire Insurance Company Limited;DRN-3989525
AWP P&C SA;DRN-3989532
Options UK Personal Pensions LLP;DRN-3989550
Royal & Sun Alliance Insurance Limited;DRN-3989557
Capital One (Europe) plc;DRN-3989572
Options UK Personal Pensions LLP;DRN-3989575
Nationwide Building Society;DRN-3989587
Admiral Insurance (Gibraltar) Limited;DRN-3989591
HSBC UK Bank Plc;DRN-3989592
U K Insurance Limited;DRN-3989622
Yielders Limited;DRN-3989623
Klarna Bank AB (publ);DRN-3989633
ETU Forsikring A/S;DRN-3989683
Aviva Insurance Limited;DRN-3989692
Klarna Bank AB (publ);DRN-3989734
Nationwide Building Society;DRN-3989745
U K Insurance Limited;DRN-3989805
The Informed Partnership Limited;DRN-3989807
Ald Automotive Limited;DRN-3989849
Tandem Personal Loans Ltd;DRN-3989850
Nationwide Building Society;DRN-3989914
Starling Bank Limited;DRN-3989929
Clydesdale Bank Plc;DRN-3989954
Barclays Bank UK PLC;DRN-3989961
Lloyds Bank PLC;DRN-3989977
Blue Motor Finance Ltd;DRN-3989995
Admiral Insurance (Gibraltar) Limited;DRN-3990018
Barclays Bank UK PLC;DRN-3990051
PSA Finance UK Limited;DRN-3990097
Aviva Insurance Limited;DRN-3990148
Motors Insurance Company Limited;DRN-3990182
Loans 2 Go Limited;DRN-3990192
Shawbrook Bank Limited;DRN-3990215
HSBC UK Bank Plc;DRN-3990262
Great Lakes Insurance SE;DRN-3990263
Santander UK Plc;DRN-3990300
Soteria Insurance Limited;DRN-3990385
Liverpool Victoria Insurance Company Limited;DRN-3990399
Forester Life Limited;DRN-3990411
Studio Retail Limited;DRN-3990434
Moneybarn No. 1 Limited;DRN-3990489
Nationwide Building Society;DRN-3990496
Santander UK Plc;DRN-3990497
Covea Insurance plc;DRN-3990501
AXG Advice Ltd;DRN-3990505
Great Lakes Insurance SE;DRN-3990522
Sky UK Limited;DRN-3990532
UK General Insurance Limited;DRN-3990600
Casualty & General Insurance Company (Europe) Ltd;DRN-3990608
National Westminster Bank Plc;DRN-3990616
Barclays Bank UK PLC;DRN-3990639
BMW Financial Services(GB) Limited;DRN-3990650
J.P. Morgan Europe Limited;DRN-3990674
U K Insurance Limited;DRN-3990694
Ald Automotive Limited;DRN-3990734
BUPA Insurance Limited;DRN-3990766
CST Wealth Management Limited;DRN-3990831
Creation Financial Services Limited;DRN-3990856
Clydesdale Financial Services Limited;DRN-3990887
Aviva Insurance Limited;DRN-3990925
Prism Financial Advice Limited;DRN-3990949
Scottish Widows Limited;DRN-3990952
Clydesdale Financial Services Limited;DRN-3990963
Lloyds Bank General Insurance Limited;DRN-3990997
Revolut Ltd;DRN-3991012
Barclays Bank UK PLC;DRN-3991068
Covea Insurance plc;DRN-3991071
AIG Life Limited;DRN-3991084
National Savings and Investments;DRN-3991100
Barclays Bank Plc;DRN-3991192
Legal and General Assurance Society Limited;DRN-3991193
Royal & Sun Alliance Insurance Limited;DRN-3991215
Bank of Scotland Plc;DRN-3991225
Royal & Sun Alliance Insurance Limited;DRN-3991259
U K Insurance Limited;DRN-3991314
Barclays Bank UK PLC;DRN-3991317
Options UK Personal Pensions LLP;DRN-3991322
Arval UK Limited;DRN-3991331
Bank of Scotland Plc;DRN-3991332
Lifestyle Loans Ltd;DRN-3991338
Advantage Insurance Company Limited;DRN-3991345
Zurich Assurance Ltd;DRN-3991349
One Insurance Limited;DRN-3991369
National House-Building Council;DRN-3991393
Santander Consumer (UK) Plc;DRN-3991414
Mercedes-Benz Financial Services UK Limited;DRN-3991457
PayPal (Europe) Sarl et Cie SCA;DRN-3991474
One Insurance Limited;DRN-3991496
AXA Insurance Designated Activity Company;DRN-3991502
Nationwide Building Society;DRN-3991545
HSBC UK Bank Plc;DRN-3991613
Santander UK Plc;DRN-3991631
The Equine and Livestock Insurance Company Limited;DRN-3991651
Shelby Finance Ltd;DRN-3991692
Lloyds Bank PLC;DRN-3991713
Western Union International Bank GmbH;DRN-3991716
National Westminster Bank Plc;DRN-3991723
Sainsbury's Bank Plc;DRN-3991729
Lloyds Bank PLC;DRN-3991739
Madison CF UK Limited;DRN-3991749
Moneybarn No. 1 Limited;DRN-3991765
Lloyds Bank PLC;DRN-3991775
Aviva Life & Pensions UK Limited;DRN-3991789
AJ Bell Securities Limited;DRN-3991813
Casualty & General Insurance Company (Europe) Ltd;DRN-3991835
Bank of Scotland Plc;DRN-3991838
Zurich Insurance PLC;DRN-3991853
AWP P&C SA;DRN-3991865
Connells Limited;DRN-3991887
Metro Bank PLC;DRN-3991921
PayrNet Limited;DRN-3991926
Atlanta Insurance Intermediaries Limited;DRN-3991955
Standard Life Assurance Limited;DRN-3991965
Barclays Bank UK PLC;DRN-3991976
Folk2Folk Limited;DRN-3991978
Creative Benefit Wealth Management Limited;DRN-3991988
Santander UK Plc;DRN-3992004
BISL Limited;DRN-3992033
Retail Money Market Ltd;DRN-3992039
DAS Legal Expenses Insurance Company Limited;DRN-3992059
CST Wealth Management Limited;DRN-3992067
Loans 2 Go Limited;DRN-3992100
Lloyds Bank General Insurance Limited;DRN-3992105
Financial & Legal Insurance Company Ltd;DRN-3992124
National Westminster Bank Plc;DRN-3992205
West Bay Insurance Plc;DRN-3992225
AXA Insurance UK Plc;DRN-3992255
Aviva Insurance Limited;DRN-3992314
Assurant General Insurance Limited;DRN-3992322
British Gas Insurance Limited;DRN-3992332
Scottish Widows Limited;DRN-3992421
Triple A Financial Services;DRN-3992442
Valour Finance Limited;DRN-3992506
Novitas Loans Ltd;DRN-3992510
GE Money Consumer Lending Limited;DRN-3992512
Inter Partner Assistance SA;DRN-3992559
AXA Insurance UK Plc;DRN-3992590
Morses Club PLC;DRN-3992611
Society of Lloyd's;DRN-3992642
Moneybarn No. 1 Limited;DRN-3992693
AXA Insurance UK Plc;DRN-3992706
Mulsanne Insurance Company Limited;DRN-3992712
Handelsbanken plc;DRN-3992732
Amtrust Europe Limited;DRN-3992735
NewDay Ltd;DRN-3992810
Moneybarn No. 1 Limited;DRN-3992826
Aviva Insurance Limited;DRN-3992924
Bank of Scotland Plc;DRN-3992933
U K Insurance Limited;DRN-3992971
Legal and General Assurance Society Limited;DRN-3993063
Royal & Sun Alliance Insurance Limited;DRN-3993066
Openwork Limited;DRN-3993071
Canada Life Limited;DRN-3993092
National Westminster Bank Plc;DRN-3993108
Quilter Financial Services Ltd;DRN-3993157
Lloyds Bank PLC;DRN-3993205
The Co-operative Bank Plc;DRN-3993207
Quilter Life & Pensions Limited;DRN-3993222
Ageas Insurance Limited;DRN-3993264
Bank of Scotland Plc;DRN-3993267
Society of Lloyd's;DRN-3993300
Creation Consumer Finance Ltd;DRN-3993316
TSB Bank plc;DRN-3993343
Pareto Financial Planning Limited;DRN-3993417
Premier Insurance Company Limited;DRN-3993511
Bank of Scotland Plc;DRN-3993619
PayrNet Limited;DRN-3993699
Metro Bank PLC;DRN-3993709
Allianz Insurance Plc;DRN-3993717
The Royal London Mutual Insurance Society Limited;DRN-3993791
Amtrust Europe Limited;DRN-3993793
Capital One (Europe) plc;DRN-3993841
TransferWise Ltd;DRN-3993844
Santander UK Plc;DRN-3993860
GE Money Consumer Lending Limited;DRN-3993876
Lloyds Bank General Insurance Limited;DRN-3993951
Lloyds Bank PLC;DRN-3993959
Lloyds Bank PLC;DRN-3993990
Bank of Scotland Plc;DRN-3993993
Santander UK Plc;DRN-3994037
Aviva Life & Pensions UK Limited;DRN-3994105
National Westminster Bank Plc;DRN-3994190
HSBC UK Bank Plc;DRN-3994202
National Savings and Investments;DRN-3994207
Salary Finance Limited;DRN-3994258
Bank of Scotland Plc;DRN-3994291
Mitsubishi HC Capital UK Plc;DRN-3994389
Strategic Solutions Financial Services;DRN-3994399
Barclays Bank UK PLC;DRN-3994413
HSBC UK Bank Plc;DRN-3994417
Monzo Bank Ltd;DRN-3994421
AA Underwriting Insurance Company Limited;DRN-3994482
Lloyds Bank PLC;DRN-3994491
Lantern Debt Recovery Services Ltd;DRN-3994495
Sterling Wealth Ltd;DRN-3994520
Health and Protection Solutions Limited;DRN-3994527
TSB Bank plc;DRN-3994548
Bank of Scotland Plc;DRN-3994559
The Co-operative Bank Plc;DRN-3994566
Legal and General Assurance Society Limited;DRN-3994584
Santander UK Plc;DRN-3994590
Wakam;DRN-3994609
AXA Insurance UK Plc;DRN-3994618
Barclays Bank UK PLC;DRN-3994621
AXA PPP Healthcare Limited;DRN-3994627
Great Lakes Insurance SE;DRN-3994638
Capital One (Europe) plc;DRN-3994673
Skyfire Insurance Company Limited;DRN-3994692
Bank of Scotland Plc;DRN-3994700
Key Retirement Solutions Limited;DRN-3994729
Loans 2 Go Limited;DRN-3994734
Santander UK Plc;DRN-3994751
Assurant General Insurance Limited;DRN-3994771
more 2 life Ltd;DRN-3994781
HSBC UK Bank Plc;DRN-3994789
Sainsbury's Bank Plc;DRN-3994816
PDL Finance Limited;DRN-3994822
Bank of Scotland Plc;DRN-3994827
Lloyds Bank PLC;DRN-3994845
J D Williams & Company Limited;DRN-3994851
Great Lakes Insurance SE;DRN-3994868
HSBC UK Bank Plc;DRN-3994893
U K Insurance Limited;DRN-3994912
DAS Legal Expenses Insurance Company Limited;DRN-3994945
Legal and General Assurance Society Limited;DRN-3994953
Lloyds Bank PLC;DRN-3994980
Startline Motor Finance Limited;DRN-3995015
Funding Circle Ltd;DRN-3995031
Godiva Mortgages Limited;DRN-3995049
The Mortgage Works (UK) Plc;DRN-3995066
Rock Insurance Services Limited;DRN-3995085
MBNA Limited;DRN-3995116
Santander UK Plc;DRN-3995141
Yorkshire Building Society;DRN-3995198
Halifax Share Dealing Limited;DRN-3995209
National Westminster Bank Plc;DRN-3995223
Admiral Insurance (Gibraltar) Limited;DRN-3995245
Lloyds Bank PLC;DRN-3995258
Barclays Bank UK PLC;DRN-3995262
Clydesdale Financial Services Limited;DRN-3995317
Clydesdale Financial Services Limited;DRN-3995350
U K Insurance Limited;DRN-3995363
Barclays Bank UK PLC;DRN-3995393
esure Insurance Limited;DRN-3995407
Shawbrook Bank Limited;DRN-3995493
Monzo Bank Ltd;DRN-3995536
Barclays Bank UK PLC;DRN-3995544
National Westminster Bank Plc;DRN-3995595
JC Roxburgh (Financial Services) Limited;DRN-3995642
Scottish Widows Limited;DRN-3995648
Clydesdale Financial Services Limited;DRN-3995675
Volkswagen Financial Services (UK) Limited;DRN-3995688
Royal & Sun Alliance Insurance Limited;DRN-3995692
Moneybarn No. 1 Limited;DRN-3995774
Aviva Insurance Limited;DRN-3995837
Options UK Personal Pensions LLP;DRN-3995849
SYSTEM - DO NOT DELETE;DRN-3995875
One Call Insurance Services Limited;DRN-3995951
The Co-operative Bank Plc;DRN-3995987
Barclays Bank UK PLC;DRN-3996002
BMW Financial Services(GB) Limited;DRN-3996047
Options UK Personal Pensions LLP;DRN-3996056
Oodle Financial Services Limited;DRN-3996115
Liverpool Victoria Insurance Company Limited;DRN-3996121
Scottish Widows Limited;DRN-3996195
Chubb European Group SE;DRN-3996205
Wakam;DRN-3996229
Hastings Insurance Services Limited;DRN-3996235
Liverpool Victoria Insurance Company Limited;DRN-3996284
Sabre Insurance Company Limited;DRN-3996290
The Shepherds Friendly Society Limited;DRN-3996300
Jelf Insurance Brokers Limited;DRN-3996303
NewDay Ltd;DRN-3996314
Admiral Insurance (Gibraltar) Limited;DRN-3996407
London General Insurance Company Limited;DRN-3996436
Prosperity Independent Financial Advisors and Stockbrokers Limited;DRN-3996467
Clydesdale Financial Services Limited;DRN-3996488
QIC Europe Ltd;DRN-3996501
Revolut Ltd;DRN-3996553
Stirling House Financial Services Limited;DRN-3996563
Barclays Bank UK PLC;DRN-3996569
Clydesdale Bank Plc;DRN-3996589
Options UK Personal Pensions LLP;DRN-3996594
Bank of Scotland Plc;DRN-3996603
Advantage Insurance Company Limited;DRN-3996616
Barclays Bank UK PLC;DRN-3996655
Rowan Dartington & Co. Limited;DRN-3996731
TSB Bank plc;DRN-3996754
Shawbrook Bank Limited;DRN-3996759
QBE UK Limited;DRN-3996775
RAC Insurance Limited;DRN-3996787
Lendable Ltd;DRN-3996788
Vodafone Limited;DRN-3996821
Advantage Insurance Company Limited;DRN-3996829
Santander UK Plc;DRN-3996910
The Currency Cloud Limited;DRN-3996924
Advanced Payment Solutions Limited;DRN-3996967
Crowdcube Capital Limited;DRN-3996968
Aries Wealth Management Limited;DRN-3997024
AXA Insurance UK Plc;DRN-3997072
ReAssure Limited;DRN-3997137
Aviva Life & Pensions UK Limited;DRN-3997166
Clydesdale Financial Services Limited;DRN-3997189
Lloyds Bank PLC;DRN-3997209
Marsh Ltd;DRN-3997221
Marks & Spencer Financial Services plc;DRN-3997224
Oakbrook Finance Limited;DRN-3997233
Lloyds Bank PLC;DRN-3997250
Equiniti Financial Services Limited;DRN-3997272
Santander UK Plc;DRN-3997316
Santander UK Plc;DRN-3997341
Canada Life Limited;DRN-3997345
FUND OURSELVES LIMITED;DRN-3997354
FUND OURSELVES LIMITED;DRN-3997364
Gain Credit LLC;DRN-3997365
HSBC UK Bank Plc;DRN-3997372
Society of Lloyd's;DRN-3997386
Fullbrook Associates Ltd;DRN-3997391
Barclays Bank UK PLC;DRN-3997415
Sainsbury's Bank Plc;DRN-3997428
TSB Bank plc;DRN-3997429
TSB Bank plc;DRN-3997438
TenetConnect Limited;DRN-3997443
Moneybarn No. 1 Limited;DRN-3997463
Citibank UK Limited;DRN-3997474
Bank of Scotland Plc;DRN-3997489
FirstRand Bank Limited;DRN-3997564
Santander UK Plc;DRN-3997584
Novaloans Ltd;DRN-3997586
HDI Global Specialty SE;DRN-3997612
Barclays Bank UK PLC;DRN-3997633
HSBC UK Bank Plc;DRN-3997646
British Gas Insurance Limited;DRN-3997658
Vitality Health Limited;DRN-3997676
Barclays Bank UK PLC;DRN-3997679
Bank of Scotland Plc;DRN-3997713
TSB Bank plc;DRN-3997726
AXA Insurance UK Plc;DRN-3997732
Bank of Scotland Plc;DRN-3997734
HSBC UK Bank Plc;DRN-3997753
Aviva Insurance Limited;DRN-3997781
Ikano Bank AB (publ);DRN-3997786
First Response Finance Ltd;DRN-3997791
Inter Partner Assistance SA;DRN-3997797
Experian Limited;DRN-3997811
HSBC UK Bank Plc;DRN-3997816
Lloyds Bank PLC;DRN-3997846
The Royal Bank of Scotland Plc;DRN-3997851
HSBC UK Bank Plc;DRN-3997858
Vitality Corporate Services Limited;DRN-3997870
esure Insurance Limited;DRN-3997873
Barclays Bank UK PLC;DRN-3997878
Nationwide Building Society;DRN-3997894
Shawbrook Bank Limited;DRN-3997913
British Gas Insurance Limited;DRN-3997921
Sainsbury's Bank Plc;DRN-3997937
Bank of Scotland Plc;DRN-3997991
FACET INVESTMENT MANAGEMENT LTD;DRN-3998023
National Westminster Bank Plc;DRN-3998038
Options UK Personal Pensions LLP;DRN-3998067
Gallium Fund Solutions Limited;DRN-3998118
Bank of Scotland Plc;DRN-3998132
Retail Money Market Ltd;DRN-3998160
AXA Insurance UK Plc;DRN-3998226
Santander UK Plc;DRN-3998237
Halifax Share Dealing Limited;DRN-3998239
Clydesdale Bank Plc;DRN-3998248
Barclays Bank UK PLC;DRN-3998277
Royal & Sun Alliance Insurance Limited;DRN-3998329
Sesame Limited;DRN-3998350
U K Insurance Limited;DRN-3998387
American Express Insurance Services Europe Limited;DRN-3998511
TSB Bank plc;DRN-3998514
Royal & Sun Alliance Insurance Limited;DRN-3998540
Admiral Insurance (Gibraltar) Limited;DRN-3998544
AXA PPP Healthcare Limited;DRN-3998559
Acorn Insurance & Financial Services Ltd;DRN-3998592
Fairmead Insurance Limited;DRN-3998600
esure Insurance Limited;DRN-3998625
Standard Life Assurance Limited;DRN-3998638
Prosperity Independent Financial Advisors and Stockbrokers Limited;DRN-3998646
HSBC UK Bank Plc;DRN-3998687
Morses Club PLC;DRN-3998715
Covea Insurance plc;DRN-3998728
Oakbrook Finance Limited;DRN-3998747
Royal & Sun Alliance Insurance Limited;DRN-3998786
OneSavings Bank Plc;DRN-3998806
AA Underwriting Insurance Company Limited;DRN-3998828
Great Lakes Insurance SE;DRN-3998861
Automobile Association Insurance Services Limited;DRN-3998873
The Royal Bank of Scotland Plc;DRN-3998940
Lantern Debt Recovery Services Ltd;DRN-3998953
My Finance Club Limited;DRN-3998984
Options UK Personal Pensions LLP;DRN-3999016
esure Insurance Limited;DRN-3999110
The Royal London Mutual Insurance Society Limited;DRN-3999183
Ageas Insurance Limited;DRN-3999247
Phoenix Life Limited;DRN-3999267
AXA Insurance UK Plc;DRN-3999281
Standard Life Assurance Limited;DRN-3999365
Aviva Insurance Limited;DRN-3999371
QIC Europe Ltd;DRN-3999390
Affinity Insurance Solutions Limited;DRN-3999409
Skyfire Insurance Company Limited;DRN-3999489
AA Underwriting Insurance Company Limited;DRN-3999543
Sesame Limited;DRN-3999548
Scottish Equitable Plc;DRN-3999571
AXA Insurance UK Plc;DRN-3999654
Tesla Financial Services Limited;DRN-3999677
Quilter Financial Planning Solutions Limited;DRN-3999679
HSBC UK Bank Plc;DRN-3999699
QIC Europe Ltd;DRN-3999713
U K Insurance Limited;DRN-3999773
Loans 2 Go Limited;DRN-3999775
BMW Financial Services(GB) Limited;DRN-3999786
Royal & Sun Alliance Insurance Limited;DRN-3999801
Zurich Assurance Ltd;DRN-3999803
Scottish Widows Limited;DRN-3999807
Revolut Ltd;DRN-3999844
Aviva Insurance Limited;DRN-3999847
Nationwide Building Society;DRN-4000107
Madison CF UK Limited;DRN-4000108
Embark Services Limited;DRN-4000131
Admiral Insurance (Gibraltar) Limited;DRN-4000141
Scottish Widows Limited;DRN-4000176
Great Lakes Insurance SE;DRN-4000184
Santander UK Plc;DRN-4000188
Santander Consumer (UK) Plc;DRN-4000190
Lendable Ltd;DRN-4000242
Aviva Insurance Limited;DRN-4000265
Oodle Financial Services Limited;DRN-4000281
Court Ross Financial Management Limited;DRN-4000304
Shawbrook Bank Limited;DRN-4000310
